Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
India,IND,1974,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1074.5
India,IND,1973,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1152.8
India,IND,1972,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1107.8
India,IND,1971,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1136.1
India,IND,1970,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1134.8
India,IND,1969,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1053.7
India,IND,1968,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1036.6
India,IND,1967,Cereal yield (kg per hectare),AG.YLD.CREL.KG,993.7
India,IND,1966,Cereal yield (kg per hectare),AG.YLD.CREL.KG,864.2
India,IND,1965,Cereal yield (kg per hectare),AG.YLD.CREL.KG,854.4
India,IND,1964,Cereal yield (kg per hectare),AG.YLD.CREL.KG,993.6
India,IND,1963,Cereal yield (kg per hectare),AG.YLD.CREL.KG,965.8
India,IND,1962,Cereal yield (kg per hectare),AG.YLD.CREL.KG,929.7
India,IND,1961,Cereal yield (kg per hectare),AG.YLD.CREL.KG,947.3
India,IND,2020,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.41266468032853
India,IND,2019,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.78738173893008
India,IND,2018,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.55821479344505
India,IND,2017,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.50731658089818
India,IND,2016,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.93736319812939
India,IND,2015,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.09211575768566
India,IND,2014,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.69565878566846
India,IND,2013,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.51627596536499
India,IND,2012,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.31293433730695
India,IND,2011,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.00206555190048
India,IND,2010,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.63503427378005
India,IND,2009,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.65159312683012
India,IND,2008,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.62052189719656
India,IND,2007,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.07339574616693
India,IND,2006,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.13016842533494
India,IND,2005,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.886100720125194
India,IND,2004,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.765601404573582
India,IND,2003,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.605889254716748
India,IND,2002,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.01157180543964
India,IND,2001,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.05637830509657
India,IND,2000,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.765212648995792
India,IND,1999,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.472644845877164
India,IND,1998,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.625285966332408
India,IND,1997,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.860208566090658
India,IND,1996,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.617479055916172
India,IND,1995,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.59498625843436
India,IND,1994,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.297385908901827
India,IND,1993,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.19705616250511
India,IND,1992,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0959418288373836
India,IND,1991,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0272255401825463
India,IND,1990,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0737400205365026
India,IND,1989,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0851567337088908
India,IND,1988,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0307664821001643
India,IND,1987,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0760911990543139
India,IND,1986,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0472837841556693
India,IND,1985,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0456277765182515
India,IND,1984,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.00906870288372923
India,IND,1983,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.00258404707875636
India,IND,1982,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0359115899149452
India,IND,1981,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0475061813003992
India,IND,1980,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0424848266687402
India,IND,1979,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0317468298404511
India,IND,1978,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.01317549970211
India,IND,1977,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.0296821094292779
India,IND,1976,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.00750257328715037
India,IND,1975,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.0104863953058195
India,IND,1974,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0572413817970829
India,IND,1973,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0443312639763605
India,IND,1972,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0248939334310589
India,IND,1971,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0707636239647462
India,IND,1970,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0728263243873017
India,IND,2020,Access to electricity (% of population),EG.ELC.ACCS.ZS,99
India,IND,2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.3082656860352
India,IND,2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.6999969482422
India,IND,2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.1249465942383
India,IND,2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.2177963256836
India,IND,2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,88
India,IND,2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,83.8724975585938
India,IND,2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,81.9993286132813
India,IND,2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,79.9000015258789
India,IND,2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,67.5999984741211
India,IND,2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.3000030517578
India,IND,2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,75
India,IND,2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,72.8993835449219
India,IND,2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,71.1198654174805
India,IND,2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,67.9000015258789
India,IND,2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,67.5798110961914
India,IND,2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.4000015258789
India,IND,2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.0474853515625
India,IND,2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.2999992370605
India,IND,2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.7999992370605
India,IND,2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,58.7214736938477
India,IND,1999,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.1
India,IND,1998,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.1821327209473
India,IND,1997,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.5948638916016
India,IND,1996,Access to electricity (% of population),EG.ELC.ACCS.ZS,53.0035209655762
India,IND,1995,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.4087753295898
India,IND,1994,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.8113098144531
India,IND,1993,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.9
India,IND,2019,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.93
India,IND,2018,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.82
India,IND,2017,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.41
India,IND,2016,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.02
India,IND,2015,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.4
India,IND,2014,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.85
India,IND,2013,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,34.85
India,IND,2012,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,34.75
India,IND,2011,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,35.01
India,IND,2010,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,36.16
India,IND,2009,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,37.41
India,IND,2008,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,39.37
India,IND,2007,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,41.53
India,IND,2006,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,43.16
India,IND,2005,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,44.16
India,IND,2004,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,44.92
India,IND,2003,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,45.63
India,IND,2002,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,45.75
India,IND,2001,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,47.11
India,IND,2000,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,46.88
India,IND,1999,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,51.7172937036599
India,IND,1998,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52.7122557076625
India,IND,1997,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52.4880731033173
India,IND,1996,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,53.767409699754
India,IND,1995,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,54.4841170038941
India,IND,1994,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,55.5571874605853
India,IND,1993,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,56.9833633428903
India,IND,1992,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,57.2305674845727
India,IND,1991,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,57.6047933357271
India,IND,1990,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,58.652858348278
India,IND,2014,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.59095271061527
India,IND,2013,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.53478899333765
India,IND,2012,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.51657653723768
India,IND,2011,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.43655566343794
India,IND,2010,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.4022189694074
India,IND,2009,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.36507178252885
India,IND,2008,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.36443422908014
India,IND,2007,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.32780386270661
India,IND,2006,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.23504458501175
India,IND,2005,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.20425709827542
India,IND,2004,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.18883140035248
India,IND,2003,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.15407554989183
India,IND,2002,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.14409035825061
India,IND,2001,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.13293113862408
India,IND,2000,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.13240830522377
India,IND,1999,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.0988487245165
India,IND,1998,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.06203311475949
India,IND,1997,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.065390954449
India,IND,1996,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.03032694485073
India,IND,1995,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.99650462713452
India,IND,1994,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.95979338094521
India,IND,1993,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.93008678814638
India,IND,1992,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.90901286542792
India,IND,1991,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.90680761746881
India,IND,1990,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.83989338562319
India,IND,1989,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.9753012721969
India,IND,1988,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.88463010864142
India,IND,1987,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.83998367372141
India,IND,1986,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.78932155599705
India,IND,1985,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.7274701451073
India,IND,1984,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.65366573059099
India,IND,1983,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.68032286948984
India,IND,1982,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.60186610699599
India,IND,1981,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.61245188035486
India,IND,1980,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.5699631272197
India,IND,1979,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.52235584403165
India,IND,1978,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.51804987991903
India,IND,1977,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.51703588437448
India,IND,1976,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.47512951201134
India,IND,1975,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.46697968240149
India,IND,1974,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.39730498310539
India,IND,1973,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.40427993061382
India,IND,1972,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.40249502698141
India,IND,1971,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.35602411677693
India,IND,2016,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,95829.711
India,IND,2015,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,98994.332
India,IND,2014,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,92694.426
India,IND,2013,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,101883.928
India,IND,2012,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,78151.104
India,IND,2011,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,91443.979
India,IND,2010,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,100318.119
India,IND,2009,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,91245.961
India,IND,2008,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,63098.069
India,IND,2007,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,52738.794
India,IND,2006,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,49482.498
India,IND,2005,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,50479.922
India,IND,2004,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,49625.511
India,IND,2003,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,50028.881
India,IND,2002,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,47172.288
India,IND,2001,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,43604.297
India,IND,2000,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,43908.658
India,IND,1999,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,42350.183
India,IND,1998,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,47634.33
India,IND,1997,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,46061.187
India,IND,1996,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,39779.616
India,IND,1995,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,39082.886
India,IND,1994,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,29024.305
India,IND,1993,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,27018.456
India,IND,1992,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,27278.813
India,IND,1991,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,23582.477
India,IND,1990,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,21114.586
India,IND,1989,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,18533.018
India,IND,1988,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,15218.05
India,IND,1987,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,12786.829
India,IND,1986,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,10318.938
India,IND,1985,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,7205.655
India,IND,1984,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,6175.228
India,IND,1983,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,5247.477
India,IND,1982,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,4363.73
India,IND,1981,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,2885.929
India,IND,1980,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,2489.893
India,IND,1979,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,3032.609
India,IND,1978,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,2742.916
India,IND,1977,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,2482.559
India,IND,1976,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,2295.542
India,IND,1975,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1734.491
India,IND,1974,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1360.457
India,IND,1973,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1169.773
India,IND,1972,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1206.443
India,IND,1971,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1085.432
India,IND,1970,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,924.084
India,IND,1969,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,997.424
India,IND,1968,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,751.735
India,IND,1967,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,487.711
India,IND,1966,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,311.695
India,IND,1965,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,282.359
India,IND,1964,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,22.002
India,IND,1963,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,11.001
India,IND,1962,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,11.001
India,IND,1961,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,3.667
India,IND,1960,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0
India,IND,2016,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.38925428712762
India,IND,2015,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.60391643645766
India,IND,2014,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.3378598604501
India,IND,2013,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.18016117469405
India,IND,2012,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.09474653798394
India,IND,2011,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.19332002498864
India,IND,2010,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,6.02399066840408
India,IND,2009,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.81729141297903
India,IND,2008,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.43141760541619
India,IND,2007,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.94721907042886
India,IND,2006,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.07514910438542
India,IND,2005,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.43685921212228
India,IND,2004,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.56456654310654
India,IND,2003,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.9246356396854
India,IND,2002,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.7767954391259
India,IND,2001,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.57125602801191
India,IND,2000,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.67028920301648
India,IND,1999,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.6842884004911
India,IND,1998,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.6719014562471
India,IND,1997,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.60709779909432
India,IND,1996,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.12148727984344
India,IND,1995,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.27363189852921
India,IND,1994,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.21895559270296
India,IND,1993,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.14094992873236
India,IND,1992,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.3281840827595
India,IND,1991,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.88291187802549
India,IND,1990,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.7538376475608
India,IND,1989,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.20082078823537
India,IND,1988,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,2.88458865070759
India,IND,1987,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,2.61767134599505
India,IND,1986,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,2.25515102459509
India,IND,1985,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1.68879721541833
India,IND,1984,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1.59106584404909
India,IND,1983,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1.38576851564921
India,IND,1982,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1.24807282872036
India,IND,1981,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0.85171316638168
